gbifid	latitude	longitude	presence	wc2.1_2.5m_bio_1	wc2.1_2.5m_bio_2	wc2.1_2.5m_bio_3	wc2.1_2.5m_bio_4	wc2.1_2.5m_bio_5	wc2.1_2.5m_bio_6	wc2.1_2.5m_bio_7	wc2.1_2.5m_bio_8	wc2.1_2.5m_bio_9	wc2.1_2.5m_bio_10	wc2.1_2.5m_bio_11	wc2.1_2.5m_bio_12	wc2.1_2.5m_bio_13	wc2.1_2.5m_bio_14	wc2.1_2.5m_bio_15	wc2.1_2.5m_bio_16	wc2.1_2.5m_bio_17	wc2.1_2.5m_bio_18	wc2.1_2.5m_bio_19
1418714861	31.979501	-113.237388	1	22.840999603271484	17.275333404541016	48.515316009521484	739.69036865234375	41	5.392000198364258	35.608001708984375	28.96933364868164	25.55466651916504	31.923999786376953	14.069999694824219	141	25	1	59.27338409423828	61	5	41	41
1065605475	32.645103	-111.406045	1	21.406665802001953	16.586000442504883	45.218101501464844	792.0692138671875	40.25600051879883	3.5759999752044678	36.68000030517578	30.847332000732422	24.55466651916504	31.01333236694336	11.895999908447266	278	47	4	55.25855255126953	113	16	89	79
1453469694	32.287828	-111.038492	1	20.70599937438965	15.88266658782959	45.97275161743164	745.7288818359375	38.172000885009766	3.624000072479248	34.54800033569336	29.350666046142578	24.145999908447266	29.876667022705078	11.823999404907227	297	55	5	61.02549362182617	136	18	110	75
1418714860	31.125955	-111.382701	1	19.35733413696289	18.17799949645996	53.15826416015625	635.92108154296875	37.012001037597656	2.815999984741211	34.19599914550781	26.881999969482422	21.940000534057617	27.295333862304688	11.88599967956543	414	96	5	84.85205078125	230	23	198	93
899942925	32.156084	-111.04253	1	20.309499740600586	16.040332794189453	46.402259826660156	736.4676513671875	38	3.431999921798706	34.56800079345703	28.81333351135254	23.737333297729492	29.41200065612793	11.581999778747559	321	60	5	64.50212860107422	154	20	125	77
1457616224	32.377422	-111.140092	1	20.966833114624023	16.553667068481445	46.640560150146484	756.734619140625	38.97999954223633	3.48799991607666	35.492000579833984	29.823333740234375	24.320667266845703	30.251333236694336	11.934666633605957	288	51	5	57.688819885253906	127	18	101	75
1802687583	32.254763	-111.065828	1	20.491500854492188	15.21833324432373	44.92364501953125	741.9853515625	37.70800018310547	3.8320000171661377	33.875999450683594	29.05000114440918	23.934667587280273	29.59866714477539	11.645333290100098	311	57	5	60.60208511352539	143	20	116	78
1640051395	32.290455	-111.073333	1	20.491500854492188	15.21833324432373	44.92364501953125	741.9853515625	37.70800018310547	3.8320000171661377	33.875999450683594	29.05000114440918	23.934667587280273	29.59866714477539	11.645333290100098	311	57	5	60.60208511352539	143	20	116	78
1453373671	32.319062	-110.815895	1	19.866167068481445	14.751667022705078	45.372989654541016	715.857177734375	36.4640007019043	3.9519999027252197	32.512001037597656	28.237333297729492	22.986000061035156	28.761333465576172	11.4913330078125	362	63	6	59.49150085449219	163	23	132	92
1571149311	32.242458	-111.053514	1	20.19533348083496	14.52400016784668	44.285888671875	726.0885009765625	36.97599792480469	4.179999828338623	32.795997619628906	28.545333862304688	23.52666664123535	29.116666793823242	11.566666603088379	339	62	5	62.29569625854492	158	21	128	85
1418714359	31.978418	-113.238229	1	22.840999603271484	17.275333404541016	48.515316009521484	739.69036865234375	41	5.392000198364258	35.608001708984375	28.96933364868164	25.55466651916504	31.923999786376953	14.069999694824219	141	25	1	59.27338409423828	61	5	41	41
1668881567	32.342572	-111.000642	1	20.586166381835938	15.812333106994629	46.0035285949707	742.83184814453125	37.97200012207031	3.5999999046325684	34.37200164794922	29.275333404541016	23.902000427246094	29.729999542236328	11.775333404541016	309	55	5	58.15730667114258	137	19	110	80
1562981058	32.251717	-111.032403	1	20.70599937438965	15.88266658782959	45.97275161743164	745.7288818359375	38.172000885009766	3.624000072479248	34.54800033569336	29.350666046142578	24.145999908447266	29.876667022705078	11.823999404907227	297	55	5	61.02549362182617	136	18	110	75
1677285356	33.458538	-111.94272	1	21.981000900268555	16.21666717529297	45.13154602050781	772.9285888671875	40.61199951171875	4.679999828338623	35.93199920654297	31.266666412353516	25.174667358398438	31.5853328704834	12.888666152954102	230	31	2	47.60111618041992	76	14	56	72
1438808214	28.828286	-111.773518	1	22.00116729736328	18.18633270263672	54.93696975708008	635.73712158203125	37.86399841308594	4.759999752044678	33.104000091552734	30.253999710083008	23.288667678833008	30.253999710083008	14.578666687011719	157	41	1	91.5577621459961	95	3	95	40
1253317417	33.894393	-111.958569	1	19.520999908447266	16.286001205444336	46.10985565185547	747.5843505859375	38.61199951171875	3.2920000553131104	35.31999969482422	11.808666229248047	21.841333389282227	28.902000427246094	11.003999710083008	433	55	6	45.52373504638672	143	32	104	140
1802711333	32.35355	-110.950875	1	19.354333877563477	14.128665924072266	44.0145378112793	717.41375732421875	35.81599807739258	3.7160000801086426	32.099998474121094	27.711999893188477	22.43666648864746	28.187999725341797	10.889333724975586	418	71	7	57.23971939086914	182	27	147	111
1668872539	32.278978	-110.729538	1	19.88249969482422	15.788999557495117	46.834957122802734	724.1834716796875	37.19599914550781	3.4839999675750732	33.711997985839844	28.378000259399414	23.065332412719727	28.90399932861328	11.416666030883789	341	62	6	62.38776397705078	159	22	130	84
1562897746	32.440953	-110.4888	1	18.531999588012695	17.983999252319336	49.287437438964844	742.146728515625	37.1879997253418	0.699999988079071	36.487998962402344	27.25466537475586	21.819334030151367	27.757333755493164	9.744667053222656	366	71	6	64.67158508300781	172	21	140	93
1418713531	29.560865	-112.215981	1	21.27666664123535	17.275333404541016	52.61095428466797	651.64593505859375	37.64400100708008	4.808000087738037	32.836002349853516	29.625333786010742	22.913999557495117	29.625333786010742	13.607999801635742	148	31	1	75.76878356933594	77	3	77	44
1699372168	32.261517	-111.066658	1	20.491500854492188	15.21833324432373	44.92364501953125	741.9853515625	37.70800018310547	3.8320000171661377	33.875999450683594	29.05000114440918	23.934667587280273	29.59866714477539	11.645333290100098	311	57	5	60.60208511352539	143	20	116	78
1418713371	31.125963	-111.382817	1	19.35733413696289	18.17799949645996	53.15826416015625	635.92108154296875	37.012001037597656	2.815999984741211	34.19599914550781	26.881999969482422	21.940000534057617	27.295333862304688	11.88599967956543	414	96	5	84.85205078125	230	23	198	93
