gbifid	latitude	longitude	presence	wc2.1_2.5m_bio_1	wc2.1_2.5m_bio_2	wc2.1_2.5m_bio_3	wc2.1_2.5m_bio_4	wc2.1_2.5m_bio_5	wc2.1_2.5m_bio_6	wc2.1_2.5m_bio_7	wc2.1_2.5m_bio_8	wc2.1_2.5m_bio_9	wc2.1_2.5m_bio_10	wc2.1_2.5m_bio_11	wc2.1_2.5m_bio_12	wc2.1_2.5m_bio_13	wc2.1_2.5m_bio_14	wc2.1_2.5m_bio_15	wc2.1_2.5m_bio_16	wc2.1_2.5m_bio_17	wc2.1_2.5m_bio_18	wc2.1_2.5m_bio_19
1453294188	34.534787	-113.454045	1	19.956499099731445	16.112333297729492	42.499298095703125	841.52581787109375	40.17599868774414	2.2639999389648438	37.9119987487793	30.185333251953125	23.22533416748047	30.468000411987305	10.123332977294922	269	41	3	47.9516716003418	91	19	68	87
1227765812	32.324275	-110.80862	1	19.866167068481445	14.751667022705078	45.372989654541016	715.857177734375	36.4640007019043	3.9519999027252197	32.512001037597656	28.237333297729492	22.986000061035156	28.761333465576172	11.4913330078125	362	63	6	59.49150085449219	163	23	132	92
1802670265	32.288495	-111.092317	1	20.074832916259766	14.451000213623047	44.176448822021484	727.54217529296875	36.79999923706055	4.0879998207092285	32.711997985839844	28.45400047302246	23.385332107543945	29.007999420166016	11.418000221252441	345	62	5	61.349246978759766	159	21	128	88
1571149215	32.242687	-111.051819	1	20.19533348083496	14.52400016784668	44.285888671875	726.0885009765625	36.97599792480469	4.179999828338623	32.795997619628906	28.545333862304688	23.52666664123535	29.116666793823242	11.566666603088379	339	62	5	62.29569625854492	158	21	128	85
1438808028	31.12572	-111.382795	1	19.35733413696289	18.17799949645996	53.15826416015625	635.92108154296875	37.012001037597656	2.815999984741211	34.19599914550781	26.881999969482422	21.940000534057617	27.295333862304688	11.88599967956543	414	96	5	84.85205078125	230	23	198	93
1668868250	32.285683	-110.857345	1	20.55933380126953	15.164666175842285	45.15443801879883	742.2176513671875	37.56800079345703	3.9839999675750732	33.58399963378906	29.21933364868164	23.91866683959961	29.790666580200195	11.862667083740234	317	57	5	60.52470397949219	145	20	118	80
1668868254	32.28686	-110.854453	1	20.55933380126953	15.164666175842285	45.15443801879883	742.2176513671875	37.56800079345703	3.9839999675750732	33.58399963378906	29.21933364868164	23.91866683959961	29.790666580200195	11.862667083740234	317	57	5	60.52470397949219	145	20	118	80
1586102788	32.653855	-111.399933	1	21.406665802001953	16.586000442504883	45.218101501464844	792.0692138671875	40.25600051879883	3.5759999752044678	36.68000030517578	30.847332000732422	24.55466651916504	31.01333236694336	11.895999908447266	278	47	4	55.25855255126953	113	16	89	79
1453424373	32.308108	-111.079872	1	20.679832458496094	15.885666847229004	45.83285140991211	750.74139404296875	38.20000076293945	3.5399999618530273	34.65999984741211	29.383333206176758	24.142000198364258	29.89666748046875	11.718667030334473	295	54	5	60.19724655151367	134	18	108	76
1562981040	32.256512	-111.019822	1	20.70599937438965	15.88266658782959	45.97275161743164	745.7288818359375	38.172000885009766	3.624000072479248	34.54800033569336	29.350666046142578	24.145999908447266	29.876667022705078	11.823999404907227	297	55	5	61.02549362182617	136	18	110	75
1677341059	33.548689	-112.6783	1	21.892166137695312	18.126333236694336	45.926658630371094	829.45074462890625	42.65999984741211	3.192000150680542	39.46799850463867	31.908000946044922	25.237333297729492	32.28666687011719	12.162667274475098	217	33	2	51.993247985839844	77	11	54	70
1562934131	31.99146	-111.091466	1	18.621000289916992	16.125999450683594	47.5917854309082	706.8255615234375	35.9119987487793	2.0279998779296875	33.88399887084961	26.843332290649414	21.691999435424805	27.3713321685791	10.262666702270508	433	89	6	69.93731689453125	218	27	178	101
1562928641	31.961455	-110.802087	1	19.53350067138672	17.069665908813477	48.4603271484375	724.47662353515625	37.69200134277344	2.4679999351501465	35.224002838134766	27.93600082397461	22.779333114624023	28.489999771118164	10.955999374389648	367	77	5	72.53428649902344	189	23	157	82
1562950173	32.282303	-111.093253	1	20.074832916259766	14.451000213623047	44.176448822021484	727.54217529296875	36.79999923706055	4.0879998207092285	32.711997985839844	28.45400047302246	23.385332107543945	29.007999420166016	11.418000221252441	345	62	5	61.349246978759766	159	21	128	88
1453268347	32.292092	-111.208108	1	20.5228328704834	15.734333038330078	45.3909912109375	749.23394775390625	38.19599914550781	3.5320000648498535	34.663997650146484	29.228666305541992	23.886667251586914	29.702667236328125	11.541999816894531	312	57	5	61.123863220214844	143	19	115	79
1500295943	32.294338	-111.085975	1	20.545333862304688	15.286666870117188	44.9925422668457	746.1829833984375	37.816001892089844	3.8399999141693115	33.97600173950195	29.181333541870117	23.959999084472656	29.70400047302246	11.64133358001709	310	56	5	60.19282913208008	141	19	113	80
1438808627	32.211602	-114.006772	1	21.975666046142578	15.038000106811523	45.31155776977539	724.3873291015625	39.08000183105469	5.892000198364258	33.18800354003906	28.12266731262207	24.461999893188477	30.902667999267578	13.380000114440918	112	18	1	53.53813934326172	47	5	44	34
1562930413	32.005408	-110.788772	1	19.44533348083496	17.125333786010742	48.67363739013672	723.460205078125	37.608001708984375	2.4240000247955322	35.18400192260742	27.851999282836914	22.678001403808594	28.402666091918945	10.907333374023438	368	77	5	71.97750091552734	188	23	157	82
1562909047	32.32275	-110.969908	1	20.58650016784668	15.731666564941406	46.03671646118164	740.76275634765625	37.80799865722656	3.635999917984009	34.1719970703125	29.21666717529297	23.944665908813477	29.714000701904297	11.795332908630371	307	56	5	59.72589111328125	139	19	112	78
1584434593	32.685157	-111.447066	1	21.370166778564453	16.604333877563477	45.51127624511719	782.6768798828125	40.119998931884766	3.635999917984009	36.4839973449707	30.805999755859375	24.318666458129883	30.84600067138672	11.991999626159668	264	44	3	54.145870208740234	105	16	82	75
1806355430	32.237747	-111.051833	1	20.19533348083496	14.52400016784668	44.285888671875	726.0885009765625	36.97599792480469	4.179999828338623	32.795997619628906	28.545333862304688	23.52666664123535	29.116666793823242	11.566666603088379	339	62	5	62.29569625854492	158	21	128	85
1453393633	34.570825	-113.467522	1	19.829166412353516	15.51633358001709	42.205238342285156	823.96722412109375	39.56800079345703	2.80400013923645	36.763999938964844	29.868667602539062	22.935333251953125	30.15999984741211	10.239333152770996	280	42	4	46.73622512817383	94	21	71	90
1438808304	29.858367	-111.479878	1	19.431833267211914	19.343000411987305	57.18720245361328	603.04034423828125	36.492000579833984	2.6679999828338623	33.82400131225586	26.84666633605957	21.51333236694336	26.874000549316406	12.33466625213623	323	82	1	101.31055450439453	209	10	169	66
1668813794	32.005583	-111.358545	1	19.466999053955078	17.613332748413086	48.99124526977539	730.3109130859375	37.69200134277344	1.7400000095367432	35.95199966430664	27.987333297729492	22.751333236694336	28.575332641601562	10.795999526977539	330	69	5	73.379791259765625	174	20	140	73
